include	namespace	category	chapter	source	states	tag	x	y	z
	Secondary			census		Secondary.TuringConsciousness.Server	52118	33677	1978
	Secondary			census		Secondary.TuringConsciousness.ServerEnd	52149	33707	1978
	Secondary			census		Secondary.TuringConsciousness.TuringQuestEnd	51677	34111	1977
Y	Secondary	shop	70	history	Common_Done	Secondary.VanShop.BuySkinA			
Y	Secondary	shop	70	history	Common_Done	Secondary.VanShop.BuySkinB			
Y	Secondary	shop	90	history	Common_Done	Secondary.VanShop.BuySkinC			
Y	Secondary	shop	90	history	Common_Done	Secondary.VanShop.BuySkinD			
Y	Secondary	shop	90	history	Common_Done	Secondary.VanShop.BuySkinE			
	Secondary	shop		census		Secondary.VanShop.HylaSurprise	76970	-52587	1294
	Secondary	shop		census		Secondary.VanShop.Lamarr	76486	-51133	996
	Secondary	shop		census		Secondary.VanShop.LamarrHyla	76477	-51138	993
	Secondary	shop	70	history	Common_Done	Secondary.VanShop.MetLamarr			
	Secondary	shop		census		Secondary.VanShop.ToasterUpdateTrigger	75330	-51085	-25
	Secondary	shop		census		Secondary.VanShop.VanShop	75075	-51179	1100
	World			census		World.Accessibility.TtsSpeaker	10	50	0
	World	jammer		census		World.Boundaries.JammersPosition	29400	40450	270
	World			census		World.Calanques.BridgeTP	72787	-42959	3023
	World			census		World.Calanques.CalanqueMiddle	91977	-55003	-98
	World			census		World.Calanques.LeftOfBridgeBeforeRosesPlace_LoadArea	84500	-58590	521
	World			census		World.Calanques.LoadArea	98706	-62462	43
	World		20	both	LocationNotifier_Discovered	World.Calanques.LocationNotifierCalanques	96730	-46640	2020
	World	collectible		census		World.Calanques.PhotoSWClue1	0	0	0
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques.ScrapC	90016	-61007	4
Y	World	scrap	50	both	ScrapMetal_Collected	World.Calanques.ScrapJ	105151	-30160	913
Y	World	scrap	50	both	ScrapMetal_Collected	World.Calanques.ScrapK	105286	-30111	1063
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques.ScrapL	74790	-45498	1554
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques.ScrapO	102547	-46306	2440
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques.ScrapT	85851	-70696	1094
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques.Scrap_115	84894	-56924	388
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques.Scrap_23	93337	-59829	8
	World			census		World.Calanques.SignsHint_01	85870	-61962	517
	World			census		World.Calanques.SignsHint_02	84173	-50814	451
	World			census		World.Calanques.SignsHint_05	86167	-58947	491
	World			census		World.Calanques.SignsHint_06	85272	-59089	569
	World			census		World.Calanques.SignsHint_07	86654	-61612	379
Y	World	sitspot	30	both	SitSpot_Discovered	World.Calanques.SitSpotCalanque_02	90480	-46199	2604
Y	World	sitspot	90	both	SitSpot_Discovered	World.Calanques.SmallPlaformSitSpot	78481	-30788	8219
Y	World	collectible	30	both	SmallRadio_Discovered	World.Calanques.SmallRadio	94000	-60345	1448
	World		20	both	Common_Done	World.Calanques.VanBoostTutorial	0	0	0
	World	vanjump	90	both	VanJump_Triggered	World.Calanques.VanJump7	85022	-57297	876
	World		20	both	Common_Done	World.Calanques.VanMoveTutorial	0	0	0
N	World	ambient		census		World.Calanques.WorldDialogue_27	98933	-65285	133
N	World	ambient		census		World.Calanques.WorldDialogue_55	83102	-45076	2196
N	World	ambient		census		World.Calanques.WorldDialogue_57	93053	-28420	3130
N	World	ambient		census		World.Calanques.WorldDialogue_58	96242	-42873	1419
	World			census		World.CalanquesHigh.DroneEnding	96027	-28713	2941
N	World	ambient		census		World.CalanquesHigh.DroneStartSelfTalk	95909	-65089	2946
	World			census		World.CalanquesHigh_MediumFactoryRuin.AudioSpline	87700	-32440	2650
	World			census		World.CalanquesHigh_MediumFactoryRuin.AudioSpline2	86850	-38350	3030
	World	door/gate		census		World.CalanquesHigh_MediumFactoryRuin.BatteryDoor	86616	-34234	2505
	World	energy		census		World.CalanquesHigh_MediumFactoryRuin.BridgeHgenerator	85974	-34662	4040
	World	door/gate	30	both	Energy_Activated	World.CalanquesHigh_MediumFactoryRuin.ButtonDoor	86518	-34067	2512
	World	door/gate		census		World.CalanquesHigh_MediumFactoryRuin.ButtonsBattery	87215	-35294	3950
	World	door/gate		census		World.CalanquesHigh_MediumFactoryRuin.ButtonsFork	87023	-35344	4003
	World	energy		census		World.CalanquesHigh_MediumFactoryRuin.EnergyLadder_01	87336	-35564	3249
	World	door/gate		census		World.CalanquesHigh_MediumFactoryRuin.EntranceDoor	87124	-33201	2908
	World	door/gate		census		World.CalanquesHigh_MediumFactoryRuin.EntranceDoorBattery	86871	-32795	2532
	World			census		World.CalanquesHigh_MediumFactoryRuin.EntranceTPLookIn	89282	-31980	2474
	World	energy		census		World.CalanquesHigh_MediumFactoryRuin.GrappleGeneratorBridge	87323	-35120	4261
	World	door/gate	30	both	Energy_Activated	World.CalanquesHigh_MediumFactoryRuin.LadderButton	87148	-35617	3246
	World			census		World.CalanquesHigh_MediumFactoryRuin.LoadArea	92805	-32812	2543
	World		30	both	LocationNotifier_Discovered	World.CalanquesHigh_MediumFactoryRuin.LocationNotifier	86475	-34557	3575
	World			census		World.CalanquesHigh_MediumFactoryRuin.MFR_Bridge_02	85271	-35459	3216
	World		30	both	Energy_Activated	World.CalanquesHigh_MediumFactoryRuin.MFR_Cam	87378	-32965	2507
	World		70	both	Energy_Activated|Energy_Deactivated|Energy_Hacked	World.CalanquesHigh_MediumFactoryRuin.MFR_Cam_02	86799	-38010	2850
	World	door/gate	70	both	Energy_Activated	World.CalanquesHigh_MediumFactoryRuin.MFR_TButton	85401	-35334	3240
	World	door/gate		census		World.CalanquesHigh_MediumFactoryRuin.MFR_TDoor	86976	-38205	2850
Y	World	scrap	70	both	ScrapMetal_Collected	World.CalanquesHigh_MediumFactoryRuin.Scrap	85570	-36180	4150
Y	World	scrap	70	both	ScrapMetal_Collected	World.CalanquesHigh_MediumFactoryRuin.Scrap1	85854	-33175	3924
Y	World	scrap	70	both	ScrapMetal_Collected	World.CalanquesHigh_MediumFactoryRuin.Scrap2	86851	-38673	2916
Y	World	scrap	70	both	ScrapMetal_Collected	World.CalanquesHigh_MediumFactoryRuin.Scrap3	84263	-35111	3944
Y	World	scrap	70	both	ScrapMetal_Collected	World.CalanquesHigh_MediumFactoryRuin.Scrap6	85900	-37145	3790
Y	World	scrap	30	both	ScrapMetal_Collected	World.CalanquesHigh_MediumFactoryRuin.Scrap_108	87049	-35039	3335
Y	World	scrap	70	both	ScrapMetal_Collected	World.CalanquesHigh_MediumFactoryRuin.Scrap_118	85712	-37171	3760
Y	World	scrap	70	both	ScrapMetal_Collected	World.CalanquesHigh_MediumFactoryRuin.Scrap_44	87140	-38638	2899
Y	World	scrap	30	both	ScrapMetal_Collected	World.CalanquesHigh_MediumFactoryRuin.Scrap_53	85864	-33521	3229
Y	World	scrap	70	both	ScrapMetal_Collected	World.CalanquesHigh_MediumFactoryRuin.Scrap_59	84295	-36496	4392
Y	World	scrap	70	both	ScrapMetal_Collected	World.CalanquesHigh_MediumFactoryRuin.Scrap_93	86104	-33114	4057
	World			census		World.CalanquesHigh_MediumFactoryRuin.SmallRoomBattery	87582	-38708	2850
	World	door/gate	70	both	Energy_Activated	World.CalanquesHigh_MediumFactoryRuin.SmallRoomLever	87694	-38579	2849
Y	World	scrap	30	both	ScrapMetal_Collected	World.CalanquesHigh_MediumFactoryRuin.SmallScrapA	86433	-35046	2574
Y	World	scrap	30	both	ScrapMetal_Collected	World.CalanquesHigh_MediumFactoryRuin.SmallScrapB	86652	-34830	2574
Y	World	scrap	30	both	ScrapMetal_Collected	World.CalanquesHigh_MediumFactoryRuin.SmallScrapD	85230	-36643	2658
Y	World	scrap	30	both	ScrapMetal_Collected	World.CalanquesHigh_MediumFactoryRuin.SmallScrapF	85776	-36226	3315
	World	door/gate		census		World.CalanquesHigh_MediumFactoryRuin.TDoorPlateBattery	86556	-38492	2850
	World	door/gate		census		World.CalanquesHigh_MediumFactoryRuin.TPDoorInsideStairsBot	86577	-30886	-32300
	World	door/gate		census		World.CalanquesHigh_MediumFactoryRuin.TPDoorInsideStairsTop	86310	-30598	-30700
	World	door/gate		census		World.CalanquesHigh_MediumFactoryRuin.TPDoorUndergroundPlateBattery	87587	-45562	-31679
	World	door/gate		census		World.CalanquesHigh_MediumFactoryRuin.TPDoorUndergroundePlate	88237	-45618	-31679
	World	door/gate		census		World.CalanquesHigh_MediumFactoryRuin.TP_Door_Generator	91982	-35091	2589
	World	door/gate		census		World.CalanquesHigh_MediumFactoryRuin.TP_Door_Generator_Underground	87823	-45962	-31679
Y	World		70	both	ToasterBox_Collected|ToasterBox_Hacked	World.CalanquesHigh_MediumFactoryRuin.ToasterBox	84574	-35592	4260
	World	door/gate		census		World.CalanquesHigh_MediumFactoryRuin.TpDoorGenerator_Down	84105	-36236	4260
	World	door/gate		census		World.CalanquesHigh_MediumFactoryRuin.TpDoorGenerator_Up	82665	-37445	7855
	World	energy		census		World.CalanquesHigh_MediumFactoryRuin.WindTurbineRelay	83612	-37628	7850
N	World	ambient		census		World.CalanquesHigh_MediumFactoryRuin.WorldDialogue_54	77544	-37178	7883
N	World	ambient		census		World.CalanquesHigh_MediumFactoryRuin.WorldDialogue_57	85284	-33217	3330
N	World	ambient		census		World.CalanquesHigh_MediumFactoryRuin.WorldDialogue_63	85862	-34699	2649
Y	World	scrap	70	both	ScrapMetal_Collected	World.CalanquesHigh_MediumFactoryRuin.scrap7	84505	-36575	4460
Y	World	collectible	30	both	ScrapMetal_Collected	World.Calanques_CollectibleRuinA.Collectible_CallectibleRuin02	91498	-40935	2605
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_CollectibleRuinB.Scrap_01	100452	-60824	38
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_CollectibleRuinC.Scrap_98	80546	-53147	2664
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_CollectibleRuinC.SmallScrapA	79290	-53854	1711
	World	door/gate		census		World.Calanques_Gate.CalanqueSideTPLookOut	104596	-30235	229
	World	door/gate		census		World.Calanques_Gate.Calanques_GateVehicleDoor	104559	-29312	230
	World	door/gate		census		World.Calanques_Gate.DesertSideTPLookOut	104489	-28439	229
	World	door/gate	50	both	Energy_Activated	World.Calanques_Gate.GateButton	103544	-29614	1691
	World	door/gate		census		World.Calanques_Gate.GateButtonBattery	103302	-29594	1691
	World	door/gate		census		World.Calanques_Gate.GateFork	103733	-29542	1749
	World	door/gate	50	both	Energy_Activated|Energy_Deactivated	World.Calanques_Gate.GatePlate1	104558	-29970	231
	World	door/gate	50	both	Energy_Activated|Energy_Deactivated	World.Calanques_Gate.GatePlate2	104566	-28517	231
	World	door/gate	50	both	LocationNotifier_Discovered	World.Calanques_Gate.LocationNotifier	103286	-27468	287
Y	World	scrap	90	both	ScrapMetal_Collected	World.Calanques_Gate.Scrap_138	91778	27082	3679
Y	World	scrap	50	both	ScrapMetal_Collected	World.Calanques_Gate.Scrap_17	103414	-29805	342
Y	World	scrap	50	both	ScrapMetal_Collected	World.Calanques_Gate.Scrap_192	105131	-29833	914
Y	World	scrap	50	both	ScrapMetal_Collected	World.Calanques_Gate.Scrap_74	105285	-34382	248
Y	World	door/gate	70	both	SmallRadio_Discovered	World.Calanques_Gate.TrainStationRadio	105947	-28094	2248
	World	door/gate		census		World.Calanques_Gate.WorldDialogue_19	104490	-30527	338
	World	energy		census		World.Calanques_LandmarkRuin.EnergyLadderA	102984	-46020	2185
	World			census		World.Calanques_LandmarkRuin.LadderBattery	103463	-46858	2185
	World	door/gate	30	both	Energy_Activated	World.Calanques_LandmarkRuin.LadderButton	103306	-46295	2185
	World			census		World.Calanques_LandmarkRuin.LandmarkRuinCalanques	102635	-46437	2290
	World		30	both	LocationNotifier_Discovered	World.Calanques_LandmarkRuin.LocationNotifier	102695	-47369	2330
	World		30	both	SWTeaser_Triggered	World.Calanques_LandmarkRuin.SandwitchTeaser	102291	-46871	2300
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_LandmarkRuin.ScrapB	104215	-48382	2499
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_LandmarkRuin.ScrapE	102794	-47514	4112
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_LandmarkRuin.Scrap_27	102819	-47591	4168
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_LandmarkRuin.SmallScrapA	102991	-47362	2802
Y	World		90	both	ToasterBox_Hacked	World.Calanques_LandmarkRuin.ToasterBox	103798	-48374	2400
N	World	ambient		census		World.Calanques_LandmarkRuin.WorldDialogue_01	102837	-46916	4224
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_MicroRuinCollectibleA.Scrap_MicroRuin_Calanque	90586	-43310	1960
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_MicroRuinCollectibleB.Scrap_MicroRuinCalanque	91233	-65544	1969
	World			census		World.Calanques_RoseHome.AnimalGoatBrown	89463	-72554	276
	World			census		World.Calanques_RoseHome.AnimalGoatGrey	89390	-72603	295
	World			census		World.Calanques_RoseHome.AnimalSheep	89225	-72733	316
	World			census		World.Calanques_RoseHome.AreaTrigger	90389	-73446	768
	World	door/gate		census		World.Calanques_RoseHome.ButtonPylonUnderground	92790	-68154	-31727
	World	door/gate		census		World.Calanques_RoseHome.EnergyDoorUndergroundA	85958	-56839	-32347
	World			census		World.Calanques_RoseHome.EnterRoseHome	90544	-72404	678
	World			census		World.Calanques_RoseHome.ExitRoseHome	90410	-72555	-23200
N	World	ambient		census		World.Calanques_RoseHome.GardenMemoryWorldDialogue_01	87730	-72360	470
N	World	ambient		census		World.Calanques_RoseHome.GardenMemoryWorldDialogue_02	93392	-73778	565
N	World	ambient		census		World.Calanques_RoseHome.GardenMemoryWorldDialogue_03	92260	-72900	600
	World			census		World.Calanques_RoseHome.GardenTPLookIn	91170	-73190	470
	World	energy		census		World.Calanques_RoseHome.GrappleGeneratorUnderground	86495	-56226	-32573
	World			census		World.Calanques_RoseHome.InsideRoseHome	90477	-72707	-23316
	World			census		World.Calanques_RoseHome.InsideRoseHomeTea	91297	-73001	-23571
	World			census		World.Calanques_RoseHome.InterludeRoseOnlySauge	0	0	0
	World			census		World.Calanques_RoseHome.Interlude_RoseArea	0	0	0
	World			census		World.Calanques_RoseHome.LoadArea	90322	-70172	60
	World		20	both	LocationNotifier_Discovered	World.Calanques_RoseHome.LocationNotifierCalanques_RoseHome	88590	-73380	1300
	World			census		World.Calanques_RoseHome.OutsideRoseHome	90410	-72254	557
	World	energy		census		World.Calanques_RoseHome.RElayBatteryC	86590	-70232	995
	World	energy		census		World.Calanques_RoseHome.RelayBatteryA	83201	-37661	7855
	World	energy		census		World.Calanques_RoseHome.RelayBatteryB	96021	-65383	2498
	World	door/gate	70	both	Energy_Activated	World.Calanques_RoseHome.RelayLeverA	83347	-37559	7855
	World	door/gate	70	both	Energy_Activated	World.Calanques_RoseHome.RelayLeverB	95893	-65795	2655
Y	World	sitspot	30	both	SitSpot_Discovered	World.Calanques_RoseHome.RoseHomeSitSpotRocks	86495	-66917	1971
	World			census		World.Calanques_RoseHome.RoseHouse_TiggerArea	90917	-72362	865
	World	energy		census		World.Calanques_RoseHome.RoseRelayB	86668	-70308	927
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_RoseHome.Scrap_184	86620	-69642	998
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_RoseHome.Scrap_Calanques_RoseHome_A	86995	-72056	395
	World			census		World.Calanques_RoseHome.SleepSpotRose	91556	-73059	-23562
N	World	ambient		census		World.Calanques_RoseHome.SmallHulkWorldDialogue	92260	-70640	148
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_RoseHome.SmallScrapA	94657	-73379	58
	World	door/gate	70	both	Energy_Activated|Energy_Deactivated|Energy_Hacked	World.Calanques_RoseHome.TPDoorPlate	86702	-70873	268
	World	door/gate		census		World.Calanques_RoseHome.TPDoorUndergroundPlate	92952	-67409	-31669
	World	door/gate		census		World.Calanques_RoseHome.TPDoorUndergroundPlateBattery	92896	-68052	-31669
	World	door/gate		census		World.Calanques_RoseHome.TP_Door_Rose	86384	-70568	286
	World	door/gate		census		World.Calanques_RoseHome.TP_Door_Underground	93279	-67735	-31653
Y	World		70	both	ToasterBox_Collected|ToasterBox_Hacked	World.Calanques_RoseHome.ToasterBoxRose	90444	-71943	454
	World			census		World.Calanques_RoseHome.UndergroundMarkerA	86454	-70632	326
	World	energy		census		World.Calanques_RoseHome.UndergroundRelayRose	92918	-64282	-31683
	World	energy		census		World.Calanques_RoseHome.UndergroundRelayRose2	90041	-56376	-32697
	World			census		World.Calanques_RoseHome.WoodStairsTP	90150	-71320	250
Y	World		30	both	ScrapMetal_Collected	World.Calanques_RoseHome.ledge	89318	-73309	1595
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_RuinVillage.ScrapA	74586	-50856	2200
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_RuinVillage.ScrapB	79407	-53854	1711
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_RuinVillage.Scrap_01	74568	-51385	2323
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_RuinVillage.Scrap_128	76214	-48906	1110
	World			census		World.Calanques_RuinWaterTreatment.AreaTrigger	77533	-64555	1702
	World			census		World.Calanques_RuinWaterTreatment.Battery	84945	-56913	-32352
	World			census		World.Calanques_RuinWaterTreatment.BatteryLadderInside	79677	-64379	47
	World	door/gate		census		World.Calanques_RuinWaterTreatment.BigTunnelDoorButtonBattery	80251	-63645	450
	World	door/gate		census		World.Calanques_RuinWaterTreatment.BigTunnelDoorGakeReceptor	79338	-62308	293
	World	door/gate	30	both	Energy_Activated	World.Calanques_RuinWaterTreatment.ButtonLadderInside	79462	-64448	-10
	World			census		World.Calanques_RuinWaterTreatment.ComputerRoomSpline	80760	-65350	2020
	World	door/gate	70	both	Energy_Activated	World.Calanques_RuinWaterTreatment.ControlRoomLever	80712	-65392	1558
	World	door/gate		census		World.Calanques_RuinWaterTreatment.ControlRoomLeverBattery	80865	-65244	1659
	World	door/gate		census		World.Calanques_RuinWaterTreatment.EnergyDoor_01	77583	-62768	200
	World	energy		census		World.Calanques_RuinWaterTreatment.EnergyLadder_01	78653	-61269	974
	World	energy		census		World.Calanques_RuinWaterTreatment.EnergyLadder_02	80304	-64168	1476
	World			census		World.Calanques_RuinWaterTreatment.EntrySpline	78730	-62950	340
	World	door/gate	30	both	Energy_Activated	World.Calanques_RuinWaterTreatment.ErnergyButton_03	76778	-63215	765
	World	door/gate		census		World.Calanques_RuinWaterTreatment.ErnergyButton_03Battery	77015	-63066	765
	World		70	both	Energy_Activated|Energy_Deactivated	World.Calanques_RuinWaterTreatment.HumanPlate	85479	-56747	-32352
	World	door/gate	30	both	Energy_Activated	World.Calanques_RuinWaterTreatment.Ladder2Button	80354	-64333	1475
	World	door/gate		census		World.Calanques_RuinWaterTreatment.Ladder2ButtonBattery	80437	-64468	1467
	World	door/gate	30	both	Energy_Activated	World.Calanques_RuinWaterTreatment.LadderButton	78694	-61429	975
	World	door/gate		census		World.Calanques_RuinWaterTreatment.LadderButtonBattery	78567	-61639	975
	World	energy		census		World.Calanques_RuinWaterTreatment.LadderEnergyInside	79424	-64772	875
	World		30	both	LocationNotifier_Discovered	World.Calanques_RuinWaterTreatment.LocationNotifierWaterRuin	77030	-65008	2270
	World	door/gate		census		World.Calanques_RuinWaterTreatment.MetaDoorRose	83400	-56150	-32353
	World	door/gate		census		World.Calanques_RuinWaterTreatment.PipeDoor	79317	-62277	464
	World			census		World.Calanques_RuinWaterTreatment.RobotRoomSpline	76270	-62480	550
	World		30	both	SWTeaser_Triggered	World.Calanques_RuinWaterTreatment.SandwitchTeaser_01	76948	-62700	1475
	World	scrap		census		World.Calanques_RuinWaterTreatment.Scrap0052	81323	-62307	-30
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_RuinWaterTreatment.ScrapA	80754	-63374	453
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_RuinWaterTreatment.ScrapB	78160	-61026	1586
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_RuinWaterTreatment.ScrapD	79828	-64763	982
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_RuinWaterTreatment.ScrapG	79239	-66612	1024
Y	World	scrap	70	both	ScrapMetal_Collected	World.Calanques_RuinWaterTreatment.ScrapN	86439	-52174	-31849
Y	World	scrap	70	both	ScrapMetal_Collected	World.Calanques_RuinWaterTreatment.ScrapO	81696	-66542	2185
Y	World	scrap	70	both	ScrapMetal_Collected	World.Calanques_RuinWaterTreatment.ScrapT	86286	-51986	-31834
Y	World	scrap	70	both	ScrapMetal_Collected	World.Calanques_RuinWaterTreatment.Scrap_07	76907	-65006	2324
Y	World	scrap		census		World.Calanques_RuinWaterTreatment.Scrap_09	77183	-60039	510
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_RuinWaterTreatment.Scrap_10	77094	-64996	392
Y	World	scrap	70	both	ScrapMetal_Collected	World.Calanques_RuinWaterTreatment.Scrap_11	77573	-67413	2916
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_RuinWaterTreatment.Scrap_176	98603	-65326	172
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_RuinWaterTreatment.Scrap_52	75304	-62106	2916
Y	World	scrap	50	both	ScrapMetal_Collected	World.Calanques_RuinWaterTreatment.SmallScrapC	58495	36440	4544
Y	World	scrap	30	both	ScrapMetal_Collected	World.Calanques_RuinWaterTreatment.SmallScrapD	80905	-65247	1123
Y	World	scrap	50	both	ScrapMetal_Collected	World.Calanques_RuinWaterTreatment.SmallScrapF	85859	-9270	2066
	World	door/gate		census		World.Calanques_RuinWaterTreatment.TPDoorUndegroundPlate	83039	-66516	-30650
	World	door/gate		census		World.Calanques_RuinWaterTreatment.TPDoorUndergroundPlateBattery	83700	-66572	-30650
	World	door/gate		census		World.Calanques_RuinWaterTreatment.TP_Door_Underground	83431	-66182	-30650
	World	door/gate		census		World.Calanques_RuinWaterTreatment.TP_Door_Water	81663	-65675	242
	World	door/gate	30	both	Energy_Activated	World.Calanques_RuinWaterTreatment.TunnelDoorButton	80519	-63404	450
N	World	ambient		census		World.Calanques_RuinWaterTreatment.WorldDialogue_10	79919	-62250	96
N	World	ambient		census		World.Calanques_RuinWaterTreatment.WorldDialogue_16	80569	-66188	1638
N	World	ambient		census		World.Calanques_RuinWaterTreatment.WorldDialogue_43	75400	-62781	2944
N	World	ambient		census		World.Calanques_RuinWaterTreatment.WorldDialogue_58	77896	-64328	173
N	World	ambient		census		World.Calanques_RuinWaterTreatment.WorldDialogue_63	80961	-64993	2762
	World	jammer		census		World.Calanques_TrainStation.DummyJammer	109034	-34115	-1627
	World			census		World.Calanques_TrainStation.EntranceTPLookIn	106028	-35499	820
	World			census		World.Calanques_TrainStation.LoadArea	100270	-34829	305
	World			census		World.Calanques_TrainStation.SignsHint_08	102143	-35171	154
	World			census		World.Calanques_TrainStation.TargetPoint_StationToCigaloMoveOrSpawn	107936	-33576	998
Y	World		70	both	ToasterBox_Collected|ToasterBox_Hacked	World.Calanques_TrainStation.ToasterBoxGare	105314	-34048	816
N	World	ambient		census		World.Calanques_TrainStation.WorldDialogue_27	106147	-35585	931
N	World	ambient		census		World.Calanques_TrainStation.WorldDialogue_59	100703	-31036	6984
	World			census		World.ConsortiumMetaSphere.TargetPoint_Sauge	76170	-65170	2270
	World			census		World.DeepUnderGround.BatteryA	79507	-93261	-29675
	World			census		World.DeepUnderGround.ForkA	79583	-93433	-29675
	World	door/gate		census		World.DeepUnderGround.MetaDoorDeepUnderGround	69850	-94200	-35532
	World	door/gate		census		World.DeepUnderGround.MetaDoorDeepUnderGroundEscape	79250	-93200	-29677
N	World	ambient		census		World.DeepUnderGround.RoseDialogueTrigger	83807	-55771	-32352
	World			census		World.DeepUnderGround.SandwitchWatchingDeepUnderground	70257	-93998	-35533
	World			census		World.DeepUnderGround.SandwitchWatchingTrigger	69853	-93977	-35467
	World			census		World.DeepUnderGround.SaugeCheckpoint	69850	-94192	-35483
	World			census		World.DeepUnderGround.VanCheckpoint	69364	-94463	-40600
Y	World	scrap		census		World.Desert.BuriedScrapA	62594	15723	274
Y	World	scrap	50	both	BuriedObject_Collected|BuriedObject_Pulled	World.Desert.BuriedScrapB	53290	35835	658
Y	World	scrap		census		World.Desert.BuriedScrapC	30373	37068	811
Y	World	scrap		census		World.Desert.BuriedScrapD	14316	43907	610
Y	World	scrap	70	both	BuriedObject_Collected|BuriedObject_Pulled	World.Desert.BuriedScrapE	-4008	37457	89
Y	World	scrap	30	both	BuriedObject_Collected|BuriedObject_Pulled	World.Desert.BuriedScrapF	-6656	30257	715
Y	World	scrap	70	both	BuriedObject_Collected|BuriedObject_Pulled	World.Desert.BuriedScrapG	-46678	-12414	733
Y	World	scrap		census		World.Desert.BuriedScrapH	47415	4843	1128
Y	World	scrap	90	both	BuriedObject_Collected|BuriedObject_Pulled	World.Desert.BuriedScrapJ	57198	-40131	2554
Y	World	scrap		census		World.Desert.BuriedScrapK	84500	-64841	4
Y	World	scrap		census		World.Desert.BuriedScrapL	99028	-61925	-48
Y	World	scrap	70	both	BuriedObject_Collected|BuriedObject_Pulled	World.Desert.BuriedScrapM	105443	-30680	-4
Y	World	scrap		census		World.Desert.BuriedScrapO	82918	-3144	0
Y	World	scrap		census		World.Desert.BuriedScrapQ	86164	33291	772
	World			census		World.Desert.CanyonTP	55796	-9070	-1676
	World			census		World.Desert.CliffsTP	90070	-29617	2516
	World			census		World.Desert.EntranceTPLookIn	11460	5320	447
Y	World	jammer	30	both	Jammer_Broken	World.Desert.Jammer1	45839	9642	4370
	World			census		World.Desert.LoadArea	60702	551	70
	World			census		World.Desert.NomadCounterTP	72841	10302	129
	World			census		World.Desert.NomadTruckA	46967	8460	2438
	World			census		World.Desert.NomadTruckB	0	0	0
	World			census		World.Desert.RoseHomeTP	87556	-67330	211
Y	World	scrap	30	both	ScrapMetal_Collected	World.Desert.Scrap_02	45767	10211	3807
	World			census		World.Desert.SignsHint_05	58227	9456	195
	World			census		World.Desert.SignsHint_08	48000	-7159	-1192
	World			census		World.Desert.SignsHint_09	64203	21942	210
Y	World	scrap		census		World.Desert.SmallScrapA	66700	4513	2049
	World			census		World.Desert.TrainStopTP	103089	-35232	61
Y	World	vanjump	90	both	VanJump_Triggered	World.Desert.VanJump4	77077	16231	723
	World			census		World.Desert.WarningSignCrossingArchB	59945	-5211	243
	World			census		World.Desert.WarningSignCrossingArchD	58758	-5632	313
	World	collectible		census		World.Desert.WorldDialogueFlowerGardening	87602	12303	1508
	World			census		World.Desert_ExcavationSite.BuriedReinetoB	31387	7934	-2133
	World			census		World.Desert_ExcavationSite.LoadArea	9030	-13380	-31
	World			census		World.Desert_ExcavationSite.LoadArea1	14546	3943	-2218
	World			census		World.Desert_ExcavationSite.LoadArea2	34716	-7883	-2164
	World		30	both	LocationNotifier_Discovered	World.Desert_ExcavationSite.LocationNotifier	23550	-2281	-578
	World		30	both	MushroomGreen_Collected	World.Desert_ExcavationSite.MushroomA	31282	7700	-2194
	World		30	both	MushroomBrown_Collected	World.Desert_ExcavationSite.MushroomC	31084	7954	-2207
Y	World	scrap	30	both	ScrapMetal_Collected	World.Desert_ExcavationSite.ScrapA	30305	-8055	-2481
Y	World	scrap	30	both	ScrapMetal_Collected	World.Desert_ExcavationSite.ScrapB	33792	6431	-1993
Y	World	scrap	30	both	ScrapMetal_Collected	World.Desert_ExcavationSite.ScrapC	23841	-13428	-2144
